gene,ensembl_id,span_kb,whole_cell_CPM,nuclear_CPM,ratio,exonic_kb,intronic_kb,intron_fraction
Dennd2d,ENSMUSG00000027901,20.626,0.5638,1.2183,2.1608,6.868,13.758,0.667
Emp1,ENSMUSG00000030208,20.628,3.0363,0.8664,0.2853,5.935,14.693,0.7123
Riok2,ENSMUSG00000116564,20.634,13.4504,19.5396,1.4527,3.401,17.233,0.8352
Ppp2r1a,ENSMUSG00000007564,20.635,289.1881,110.1252,0.3808,3.411,17.224,0.8347
Prelp,ENSMUSG00000041577,20.636,0.5584,4.3448,7.7808,3.615,17.021,0.8248
Chrnb4,ENSMUSG00000035200,20.638,71.3851,16.6029,0.2326,3.723,16.915,0.8196
Zdhhc7,ENSMUSG00000031823,20.645,38.3049,16.9468,0.4424,3.677,16.968,0.8219
Avpi1,ENSMUSG00000018821,20.656,34.5555,7.1049,0.2056,1.236,19.42,0.9402
Alkbh1,ENSMUSG00000079036,20.657,14.5244,41.121,2.8312,6.574,14.083,0.6818
Rabep2,ENSMUSG00000030727,20.663,11.1629,23.5745,2.1119,5.322,15.341,0.7424
Atg2a,ENSMUSG00000024773,20.667,19.0891,37.5392,1.9665,7.693,12.974,0.6278
Hepacam,ENSMUSG00000046240,20.67,6.4175,5.5031,0.8575,3.347,17.323,0.8381
Vbp1,ENSMUSG00000031197,20.675,110.9446,55.2262,0.4978,2.132,18.543,0.8969
4930503L19Rik,ENSMUSG00000044906,20.676,8.5965,21.4414,2.4942,5.967,14.709,0.7114
Cdhr1,ENSMUSG00000021803,20.677,32.1023,14.1873,0.4419,4.332,16.345,0.7905
Actl6a,ENSMUSG00000027671,20.681,13.9882,20.3877,1.4575,3.886,16.795,0.8121
Rhobtb2,ENSMUSG00000022075,20.682,23.3743,34.085,1.4582,10.124,10.558,0.5105
Tyw3,ENSMUSG00000047583,20.694,7.0134,8.2061,1.1701,4.499,16.195,0.7826
Prxl2a,ENSMUSG00000021792,20.695,34.9397,37.2134,1.0651,2.948,17.747,0.8576
Ivns1abp,ENSMUSG00000023150,20.697,65.3761,100.1584,1.532,5.435,15.262,0.7374
Nr4a1,ENSMUSG00000023034,20.701,42.9325,15.4262,0.3593,3.509,17.192,0.8305
Zfp280b,ENSMUSG00000049764,20.704,11.9507,10.4352,0.8732,5.224,15.48,0.7477
Seh1l,ENSMUSG00000079614,20.709,28.8196,17.0304,0.5909,4.121,16.588,0.801
Rbbp9,ENSMUSG00000027428,20.711,7.2387,6.9232,0.9564,2.362,18.349,0.886
Ppp1r12c,ENSMUSG00000019254,20.711,61.1128,53.6715,0.8782,4.96,15.751,0.7605
Ei24,ENSMUSG00000062762,20.713,106.5961,54.2678,0.5091,4.868,15.845,0.765
Nynrin,ENSMUSG00000075592,20.726,25.1313,13.8313,0.5504,7.518,13.208,0.6373
Bbs5,ENSMUSG00000063145,20.727,7.0571,27.5116,3.8984,2.445,18.282,0.882
Zfp759,ENSMUSG00000057396,20.733,1.6412,2.5626,1.5614,3.776,16.957,0.8179
Cmtm6,ENSMUSG00000032434,20.734,22.1095,11.2207,0.5075,3.44,17.294,0.8341
Ankrd24,ENSMUSG00000054708,20.734,41.1827,78.9624,1.9174,8.142,12.592,0.6073
Ehd2,ENSMUSG00000074364,20.755,22.9707,22.1924,0.9661,5.119,15.636,0.7534
Slc24a5,ENSMUSG00000035183,20.761,26.2946,26.6163,1.0122,2.33,18.431,0.8878
Bag4,ENSMUSG00000037316,20.765,35.6035,29.2986,0.8229,7.032,13.733,0.6614
Als2cl,ENSMUSG00000044037,20.766,1.1457,1.6963,1.4806,5.883,14.883,0.7167
Slc25a47,ENSMUSG00000048856,20.769,1.2504,6.3027,5.0407,2.985,17.784,0.8563
Rgl3,ENSMUSG00000040146,20.77,2.4423,4.0239,1.6476,3.924,16.846,0.8111
Lamtor1,ENSMUSG00000030842,20.771,186.6807,58.7245,0.3146,3.215,17.556,0.8452
Slc27a1,ENSMUSG00000031808,20.771,32.2481,34.3519,1.0652,5.835,14.936,0.7191
Rbm18,ENSMUSG00000026889,20.771,48.8544,34.2452,0.701,5.834,14.937,0.7191
Cep20,ENSMUSG00000022677,20.777,102.0756,43.2637,0.4238,5.806,14.971,0.7206
Gm11992,ENSMUSG00000040978,20.783,1.1765,1.552,1.3191,2.4,18.383,0.8845
Fmo4,ENSMUSG00000026692,20.784,0.2821,0.3759,1.3323,3.707,17.077,0.8216
Tor3a,ENSMUSG00000060519,20.796,6.7768,6.9286,1.0224,3.892,16.904,0.8128
Nfs1,ENSMUSG00000027618,20.818,38.1279,60.906,1.5974,3.612,17.206,0.8265
Gsto2,ENSMUSG00000025069,20.82,1.1857,4.5505,3.8377,2.349,18.471,0.8872
Dedd2,ENSMUSG00000054499,20.822,16.8128,13.9692,0.8309,5.981,14.841,0.7128
Rpn1,ENSMUSG00000030062,20.828,76.559,41.9661,0.5482,4.512,16.316,0.7834
Aldh6a1,ENSMUSG00000021238,20.834,23.7055,15.6749,0.6612,5.784,15.05,0.7224
Prkrip1,ENSMUSG00000039737,20.846,32.8498,21.1154,0.6428,3.967,16.879,0.8097
Cdca8,ENSMUSG00000028873,20.847,1.6694,2.1644,1.2965,5.177,15.67,0.7517
Snx5,ENSMUSG00000027423,20.86,26.8906,17.418,0.6477,4.177,16.683,0.7998
Spring1,ENSMUSG00000032840,20.866,16.9314,15.8697,0.9373,5.649,15.217,0.7293
Sdhb,ENSMUSG00000009863,20.878,194.6479,90.4011,0.4644,2.239,18.639,0.8928
Rexo1,ENSMUSG00000047417,20.878,28.65,32.9978,1.1518,7.155,13.723,0.6573
Setd4,ENSMUSG00000022948,20.879,4.8286,29.734,6.1578,5.379,15.5,0.7424
Timeless,ENSMUSG00000039994,20.884,51.0735,19.0337,0.3727,6.115,14.769,0.7072
Chodl,ENSMUSG00000022860,20.892,5.194,1.6045,0.3089,5.491,15.401,0.7372
Cd59a,ENSMUSG00000032679,20.897,59.4071,42.4118,0.7139,1.811,19.086,0.9133
Rdh13,ENSMUSG00000008435,20.91,17.6962,15.2951,0.8643,6.595,14.315,0.6846
S100a11,ENSMUSG00000027907,20.911,372.8776,82.8353,0.2222,0.511,20.4,0.9756
Trim25,ENSMUSG00000000275,20.92,60.4778,87.4791,1.4465,5.754,15.166,0.725
Isoc1,ENSMUSG00000024601,20.924,122.519,31.0569,0.2535,3.377,17.547,0.8386
Spag5,ENSMUSG00000002055,20.93,0.5756,1.3993,2.431,5.624,15.306,0.7313
Dmac2l,ENSMUSG00000054894,20.93,20.0895,19.1265,0.9521,2.039,18.891,0.9026
Aspg,ENSMUSG00000037686,20.931,0.7935,1.3224,1.6665,3.521,17.41,0.8318
Eif1a,ENSMUSG00000057561,20.937,95.3282,42.5179,0.446,4.168,16.769,0.8009
Bmf,ENSMUSG00000040093,20.939,3.6942,3.488,0.9442,5.253,15.686,0.7491
Brox,ENSMUSG00000046836,20.943,78.1863,57.2953,0.7328,5.01,15.933,0.7608
Zfp518b,ENSMUSG00000046572,20.95,12.3887,22.3483,1.8039,6.882,14.068,0.6715
Adgre5,ENSMUSG00000002885,20.963,3.2563,7.4005,2.2727,3.757,17.206,0.8208
Cd274,ENSMUSG00000016496,20.966,7.0428,4.8301,0.6858,3.622,17.344,0.8272
Or51e2,ENSMUSG00000043366,20.967,5.1557,3.2787,0.6359,6.033,14.934,0.7123
Itfg2,ENSMUSG00000001518,20.967,26.2658,18.3881,0.7001,7.096,13.871,0.6616
Lrrc51,ENSMUSG00000064307,20.972,10.5451,12.6222,1.197,1.21,19.762,0.9423
Art1,ENSMUSG00000030996,20.972,0.4301,0.4292,0.9979,2.809,18.163,0.8661
Ube2j1,ENSMUSG00000028277,20.994,126.3144,101.9214,0.8069,3.53,17.464,0.8319
Ankrd35,ENSMUSG00000038354,20.999,5.3179,3.8978,0.733,4.081,16.918,0.8057
Med28,ENSMUSG00000015804,21.0,190.3918,40.9111,0.2149,5.011,15.989,0.7614
Dnajb12,ENSMUSG00000020109,21.018,13.3308,23.7561,1.7821,3.369,17.649,0.8397
Marveld2,ENSMUSG00000021636,21.025,3.1383,2.6892,0.8569,3.382,17.643,0.8391
2010315B03Rik,ENSMUSG00000074829,21.025,11.0334,28.34,2.5686,3.914,17.111,0.8138
Ddx52,ENSMUSG00000020677,21.026,12.7067,18.5482,1.4597,3.332,17.694,0.8415
Tcfl5,ENSMUSG00000038932,21.027,5.8547,3.1275,0.5342,3.166,17.861,0.8494
Naa30,ENSMUSG00000036282,21.032,31.2834,17.448,0.5577,6.97,14.062,0.6686
Zbtb2,ENSMUSG00000075327,21.033,4.5478,14.6677,3.2252,7.374,13.659,0.6494
Nsun4,ENSMUSG00000028706,21.034,15.1789,11.1914,0.7373,5.993,15.041,0.7151
Fnta,ENSMUSG00000015994,21.035,61.3827,40.5132,0.66,3.012,18.023,0.8568
Henmt1,ENSMUSG00000045662,21.038,0.4743,0.6442,1.3582,2.476,18.562,0.8823
Emc4,ENSMUSG00000027131,21.041,81.7374,43.5519,0.5328,1.052,19.989,0.95
Atp13a2,ENSMUSG00000036622,21.043,145.9759,82.0197,0.5619,6.0,15.043,0.7149
Ripor1,ENSMUSG00000038604,21.045,30.0825,26.6137,0.8847,4.108,16.937,0.8048
Rtca,ENSMUSG00000000339,21.05,50.2813,26.7624,0.5323,1.88,19.17,0.9107
Nmrk1,ENSMUSG00000037847,21.057,11.0477,17.7185,1.6038,3.689,17.368,0.8248
Mesd,ENSMUSG00000038503,21.058,51.3931,24.3643,0.4741,5.558,15.5,0.7361
Dpp3,ENSMUSG00000063904,21.061,46.0872,40.8831,0.8871,7.753,13.308,0.6319
Rad52,ENSMUSG00000030166,21.063,7.7859,24.2544,3.1152,5.752,15.311,0.7269
Ap3m1,ENSMUSG00000021824,21.066,54.374,56.5463,1.04,7.015,14.051,0.667
Zap70,ENSMUSG00000026117,21.068,0.4077,0.5083,1.2468,2.992,18.076,0.858
Rsrc2,ENSMUSG00000029422,21.07,82.0426,101.6231,1.2387,8.172,12.898,0.6121
Stx1b,ENSMUSG00000030806,21.074,109.0721,81.9915,0.7517,4.802,16.272,0.7721
Ciapin1,ENSMUSG00000031781,21.08,87.802,43.6917,0.4976,9.212,11.868,0.563
Oser1,ENSMUSG00000035399,21.084,15.0363,13.8617,0.9219,2.6,18.484,0.8767
Actr6,ENSMUSG00000019948,21.087,16.4904,12.3567,0.7493,1.983,19.104,0.906
Vps16,ENSMUSG00000027411,21.099,12.468,19.6755,1.5781,3.727,17.372,0.8234
Cep44,ENSMUSG00000038215,21.101,8.4326,24.0242,2.849,6.096,15.005,0.7111
Ntan1,ENSMUSG00000022681,21.103,139.4663,67.6198,0.4848,2.585,18.518,0.8775
St6galnac6,ENSMUSG00000026811,21.104,49.5703,25.4887,0.5142,4.815,16.289,0.7718
Vcp,ENSMUSG00000028452,21.115,325.7469,242.1729,0.7434,4.851,16.264,0.7703
Cwc25,ENSMUSG00000018541,21.118,19.4631,29.9103,1.5368,5.053,16.065,0.7607
Map3k12,ENSMUSG00000023050,21.131,55.8196,49.6584,0.8896,8.989,12.142,0.5746
Plcb2,ENSMUSG00000040061,21.132,0.7888,0.1596,0.2024,6.597,14.535,0.6878
Tgds,ENSMUSG00000022130,21.146,3.2024,6.0572,1.8915,2.437,18.709,0.8848
Idh3a,ENSMUSG00000032279,21.155,144.3087,53.7862,0.3727,5.072,16.083,0.7602
Lrrc39,ENSMUSG00000027961,21.158,0.1595,7.9124,49.6154,5.23,15.928,0.7528
Zfp1008,ENSMUSG00000072066,21.169,3.3808,6.0047,1.7761,2.701,18.468,0.8724
Zbtb5,ENSMUSG00000049657,21.17,4.783,13.6947,2.8632,5.606,15.564,0.7352
Crnkl1,ENSMUSG00000001767,21.172,9.108,22.5069,2.4711,3.844,17.328,0.8184
Kyat1,ENSMUSG00000039648,21.174,5.8066,14.9629,2.5769,2.923,18.251,0.862
Zmym5,ENSMUSG00000040123,21.175,40.9728,62.0474,1.5144,7.102,14.073,0.6646
Tpd52l2,ENSMUSG00000000827,21.182,66.402,45.9451,0.6919,4.982,16.2,0.7648
Tmem202,ENSMUSG00000049526,21.185,7.1047,3.0536,0.4298,1.704,19.481,0.9196
Myl1,ENSMUSG00000061816,21.188,52.5275,30.3262,0.5773,2.074,19.114,0.9021
Atmin,ENSMUSG00000047388,21.195,39.7443,36.3361,0.9142,4.877,16.318,0.7699
Cx3cr1,ENSMUSG00000052336,21.196,2.4523,8.8815,3.6217,4.493,16.703,0.788
Lyrm9,ENSMUSG00000072640,21.198,65.0013,28.5981,0.44,8.146,13.052,0.6157
Pear1,ENSMUSG00000028073,21.206,1.3692,11.3937,8.3211,6.684,14.522,0.6848
Zfp775,ENSMUSG00000007216,21.225,6.8656,4.9452,0.7203,4.244,16.981,0.8
Napa,ENSMUSG00000006024,21.226,216.9336,92.9742,0.4286,3.786,17.44,0.8216
Map4k1,ENSMUSG00000037337,21.229,0.8662,1.051,1.2133,3.077,18.152,0.8551
Sez6l2,ENSMUSG00000030683,21.239,92.3292,72.0184,0.78,4.21,17.029,0.8018
Pld3,ENSMUSG00000003363,21.24,63.0086,37.0604,0.5882,2.924,18.316,0.8623
Map1a,ENSMUSG00000027254,21.242,499.6249,551.1397,1.1031,12.166,9.076,0.4273
Nemp2,ENSMUSG00000043015,21.246,1.6042,6.3765,3.975,7.078,14.168,0.6669
Rnf34,ENSMUSG00000029474,21.251,34.1136,22.0136,0.6453,4.44,16.811,0.7911
Gm3488,ENSMUSG00000095295,21.253,0.8664,0.3353,0.387,2.096,19.157,0.9014
Eef1a2,ENSMUSG00000016349,21.257,581.2304,279.6748,0.4812,2.084,19.173,0.902
Ftsj1,ENSMUSG00000031171,21.268,9.1967,13.0634,1.4204,4.76,16.508,0.7762
Zfp992,ENSMUSG00000070605,21.269,3.7376,4.5915,1.2285,4.55,16.719,0.7861
Mthfr,ENSMUSG00000029009,21.274,16.5598,42.2669,2.5524,7.315,13.959,0.6562
Atp1b1,ENSMUSG00000026576,21.279,1163.2794,403.9518,0.3473,3.081,18.198,0.8552
Prdm9,ENSMUSG00000051977,21.281,1.6135,3.8887,2.4101,4.308,16.973,0.7976
Ctdsp2,ENSMUSG00000078429,21.284,24.8847,32.2153,1.2946,5.524,15.76,0.7405
Bhmt,ENSMUSG00000074768,21.286,0.4455,0.1532,0.3439,5.758,15.528,0.7295
Car13,ENSMUSG00000027555,21.294,2.3354,2.2036,0.9435,2.299,18.995,0.892
Mavs,ENSMUSG00000037523,21.298,7.8975,4.3649,0.5527,3.345,17.953,0.8429
Phf19,ENSMUSG00000026873,21.299,0.4398,0.2074,0.4715,5.039,16.26,0.7634
Zfp202,ENSMUSG00000025602,21.302,6.7287,9.7809,1.4536,3.877,17.425,0.818
Gnai2,ENSMUSG00000032562,21.302,387.6183,138.47,0.3572,3.779,17.523,0.8226
Chrm1,ENSMUSG00000032773,21.316,7.3928,2.2415,0.3032,6.487,14.829,0.6957
Adamts8,ENSMUSG00000031994,21.325,0.9856,1.2907,1.3096,4.613,16.712,0.7837
Spryd3,ENSMUSG00000036966,21.33,119.9014,55.6761,0.4643,2.927,18.403,0.8628
Slc16a4,ENSMUSG00000027896,21.332,0.2079,7.6234,36.6759,3.879,17.453,0.8182
Gm2237,ENSMUSG00000093979,21.335,1.2008,1.2023,1.0013,2.09,19.245,0.902
Prrg4,ENSMUSG00000027171,21.342,2.1518,5.261,2.4449,3.165,18.177,0.8517
Cdh15,ENSMUSG00000031962,21.343,7.0954,2.0772,0.2928,3.251,18.092,0.8477
Txnl4a,ENSMUSG00000057130,21.347,85.4838,28.4175,0.3324,4.507,16.84,0.7889
Hr,ENSMUSG00000022096,21.35,11.2445,6.2542,0.5562,6.919,14.431,0.6759
Coil,ENSMUSG00000033983,21.367,18.5587,24.2361,1.3059,3.52,17.847,0.8353
Smim10l2a,ENSMUSG00000054850,21.37,22.2028,7.8914,0.3554,2.393,18.977,0.888
Slc41a1,ENSMUSG00000013275,21.372,12.5258,9.8713,0.7881,4.912,16.46,0.7702
Mpp1,ENSMUSG00000031402,21.372,29.7422,31.0724,1.0447,5.343,16.029,0.75
Il17d,ENSMUSG00000050222,21.374,8.0393,8.8137,1.0963,1.274,20.1,0.9404
Cdc42ep3,ENSMUSG00000036533,21.376,14.7648,10.0105,0.678,2.309,19.067,0.892
Ethe1,ENSMUSG00000064254,21.382,26.3395,12.5238,0.4755,1.484,19.898,0.9306
Zfp821,ENSMUSG00000031728,21.383,26.3357,39.6439,1.5053,6.649,14.734,0.6891
Medag,ENSMUSG00000029659,21.386,3.353,4.2866,1.2784,3.956,17.43,0.815
Gm14326,ENSMUSG00000078862,21.387,12.5242,16.5007,1.3175,2.863,18.524,0.8661
Zfp953,ENSMUSG00000098905,21.387,0.5569,1.3308,2.3898,4.677,16.71,0.7813
Stard5,ENSMUSG00000046027,21.39,25.3916,40.2271,1.5843,5.46,15.93,0.7447
Mtrr,ENSMUSG00000034617,21.394,7.2093,7.6419,1.06,5.198,16.196,0.757
Ost4,ENSMUSG00000038803,21.398,355.8192,33.8532,0.0951,1.272,20.126,0.9406
Cntnap1,ENSMUSG00000017167,21.398,34.6566,33.529,0.9675,5.875,15.523,0.7254
Pllp,ENSMUSG00000031775,21.398,3.8866,4.8032,1.2358,2.083,19.315,0.9027
Wdr5,ENSMUSG00000026917,21.399,13.0684,15.0938,1.155,3.596,17.803,0.832
Rnpep,ENSMUSG00000041926,21.401,17.8268,30.1758,1.6927,6.977,14.424,0.674
Lrrd1,ENSMUSG00000040367,21.423,1.3396,1.9015,1.4195,2.951,18.472,0.8623
Cd320,ENSMUSG00000002308,21.437,15.0166,12.0658,0.8035,2.883,18.554,0.8655
Depdc7,ENSMUSG00000027173,21.437,2.3063,6.2982,2.7309,2.096,19.341,0.9022
Zfp563,ENSMUSG00000067424,21.443,5.5683,17.7011,3.1789,6.7,14.743,0.6875
Taf12,ENSMUSG00000028899,21.454,17.342,14.4617,0.8339,4.038,17.416,0.8118
Ube2b,ENSMUSG00000020390,21.456,383.649,288.8574,0.7529,2.126,19.33,0.9009
Paox,ENSMUSG00000025464,21.457,6.3695,8.5773,1.3466,4.907,16.55,0.7713
Trim47,ENSMUSG00000020773,21.458,3.111,3.0401,0.9772,2.735,18.723,0.8725
C1d,ENSMUSG00000000581,21.466,229.896,38.7035,0.1684,3.995,17.471,0.8139
Zfp605,ENSMUSG00000023284,21.472,4.4274,14.6627,3.3118,3.497,17.975,0.8371
Pus7l,ENSMUSG00000033356,21.484,2.1324,2.07,0.9707,3.291,18.193,0.8468
Tmem64,ENSMUSG00000043252,21.485,57.4973,32.4275,0.564,4.67,16.815,0.7826
Zfp445,ENSMUSG00000047036,21.486,45.592,102.0672,2.2387,7.409,14.077,0.6552
Sem1,ENSMUSG00000042541,21.49,785.8982,128.69,0.1637,3.542,17.948,0.8352
Clk4,ENSMUSG00000020385,21.508,25.6773,88.6394,3.452,5.797,15.711,0.7305
Eif2s2,ENSMUSG00000074656,21.525,199.1684,206.8689,1.0387,6.755,14.77,0.6862
Klhl42,ENSMUSG00000040102,21.532,29.3132,11.4926,0.3921,6.449,15.083,0.7005
Htr1d,ENSMUSG00000070687,21.535,4.4997,9.2832,2.0631,3.201,18.334,0.8514
Fpgs,ENSMUSG00000009566,21.536,11.0958,7.9181,0.7136,3.802,17.734,0.8235
Fignl1,ENSMUSG00000035455,21.536,0.4192,0.1296,0.3091,4.839,16.697,0.7753
Slc25a32,ENSMUSG00000022299,21.539,17.0744,27.3122,1.5996,6.081,15.458,0.7177
Pnldc1,ENSMUSG00000073460,21.539,1.146,6.2086,5.4174,2.66,18.879,0.8765
Zfp72,ENSMUSG00000069184,21.544,6.8448,12.9029,1.8851,4.157,17.387,0.807
Dek,ENSMUSG00000021377,21.548,49.1598,31.6831,0.6445,3.185,18.363,0.8522
Mfsd1,ENSMUSG00000027775,21.551,34.2206,18.3329,0.5357,3.042,18.509,0.8588
Tra2b,ENSMUSG00000022858,21.558,80.7997,64.4237,0.7973,9.235,12.323,0.5716
Rcan3,ENSMUSG00000059713,21.561,170.7918,129.9271,0.7607,5.111,16.45,0.763
Ccdc90b,ENSMUSG00000030613,21.563,13.3765,14.3695,1.0742,1.801,19.762,0.9165
Plaat1,ENSMUSG00000022525,21.566,12.867,6.5164,0.5064,3.286,18.28,0.8476
Dusp14,ENSMUSG00000018648,21.566,5.9596,1.915,0.3213,1.945,19.621,0.9098
Zfp53,ENSMUSG00000057409,21.572,3.2976,24.4084,7.4018,3.065,18.507,0.8579
Sf3b2,ENSMUSG00000024853,21.573,129.7932,104.23,0.803,6.822,14.751,0.6838
Tacc3,ENSMUSG00000037313,21.574,3.5056,3.6563,1.043,3.552,18.022,0.8354
Serpinb8,ENSMUSG00000026315,21.58,4.8131,12.5807,2.6139,4.795,16.785,0.7778
Sgpp1,ENSMUSG00000021054,21.582,37.9429,17.5134,0.4616,5.649,15.933,0.7383
Ccdc28a,ENSMUSG00000059554,21.585,89.0066,97.2516,1.0926,2.964,18.621,0.8627
Aqp4,ENSMUSG00000024411,21.588,2.7521,2.1218,0.771,6.233,15.355,0.7113
Il10rb,ENSMUSG00000022969,21.588,60.9417,41.3114,0.6779,3.808,17.78,0.8236
Cluh,ENSMUSG00000020741,21.6,84.8051,40.9344,0.4827,6.502,15.098,0.699
Nucb1,ENSMUSG00000030824,21.601,85.1217,29.3126,0.3444,8.212,13.389,0.6198
Zfp444,ENSMUSG00000044876,21.601,22.1283,28.6906,1.2966,5.959,15.642,0.7241
Btnl9,ENSMUSG00000040283,21.61,0.1958,0.2802,1.4311,6.054,15.556,0.7199
Kcng1,ENSMUSG00000074575,21.625,6.9155,3.663,0.5297,4.508,17.117,0.7915
Nop14,ENSMUSG00000036693,21.63,16.8024,27.8774,1.6591,2.73,18.9,0.8738
Gltp,ENSMUSG00000011884,21.63,27.9933,9.51,0.3397,1.762,19.868,0.9185
Zfp69,ENSMUSG00000064141,21.645,0.4345,2.0705,4.765,2.782,18.863,0.8715
Cacnb1,ENSMUSG00000020882,21.656,39.451,36.9103,0.9356,4.529,17.127,0.7909
Mpc2,ENSMUSG00000026568,21.66,237.4256,65.2969,0.275,7.344,14.316,0.6609
Las1l,ENSMUSG00000057421,21.664,18.9144,56.3719,2.9804,8.143,13.521,0.6241
Fam174a,ENSMUSG00000051185,21.666,299.5892,66.807,0.223,4.814,16.852,0.7778
Hspa13,ENSMUSG00000032932,21.673,26.4482,11.1582,0.4219,6.834,14.839,0.6847
Tnnt3,ENSMUSG00000061723,21.675,0.1167,1.7212,14.7517,1.564,20.111,0.9278
Denr,ENSMUSG00000023106,21.675,130.751,62.5801,0.4786,6.094,15.581,0.7188
Dnmt3l,ENSMUSG00000000730,21.675,2.5989,0.1939,0.0746,2.988,18.687,0.8621
Pdgfa,ENSMUSG00000025856,21.677,76.0056,43.5932,0.5736,3.119,18.558,0.8561
Ly96,ENSMUSG00000025779,21.686,3.3506,6.7444,2.0129,1.021,20.665,0.9529
Vdac2,ENSMUSG00000021771,21.686,212.2977,97.8588,0.461,4.769,16.917,0.7801
Pwwp2b,ENSMUSG00000060260,21.691,14.115,7.7659,0.5502,5.963,15.728,0.7251
Rnf146,ENSMUSG00000038876,21.701,47.2357,31.4632,0.6661,4.456,17.245,0.7947
Mettl6,ENSMUSG00000021891,21.714,7.9307,20.0228,2.5247,7.752,13.962,0.643
Kcnn1,ENSMUSG00000002908,21.716,10.6878,17.1841,1.6078,4.575,17.141,0.7893
Glipr2,ENSMUSG00000028480,21.717,7.4233,8.1336,1.0957,2.32,19.397,0.8932
Zfp667,ENSMUSG00000054893,21.728,12.558,10.457,0.8327,4.755,16.973,0.7812
Dhx37,ENSMUSG00000029480,21.731,4.9582,6.031,1.2164,5.024,16.707,0.7688
Tmbim1,ENSMUSG00000006301,21.731,46.4299,26.8675,0.5787,12.659,9.072,0.4175
Zfp945,ENSMUSG00000059142,21.735,23.8004,39.1633,1.6455,10.173,11.562,0.532
Ttll12,ENSMUSG00000016757,21.755,15.3644,11.6668,0.7593,4.039,17.716,0.8143
Fam107a,ENSMUSG00000021750,21.757,1.8151,2.3621,1.3014,3.87,17.887,0.8221
Eqtn,ENSMUSG00000028575,21.761,0.2636,3.5422,13.4363,1.287,20.474,0.9409
Pnpla3,ENSMUSG00000041653,21.78,1.1905,30.9675,26.0131,1.548,20.232,0.9289
Ubl7,ENSMUSG00000055720,21.781,35.666,34.211,0.9592,2.402,19.379,0.8897
Camsap3,ENSMUSG00000044433,21.784,16.385,20.4247,1.2466,6.119,15.665,0.7191
Anp32b,ENSMUSG00000028333,21.789,75.2294,40.0925,0.5329,1.716,20.073,0.9212
Prdm8,ENSMUSG00000035456,21.793,4.4885,9.5701,2.1321,4.855,16.938,0.7772
Nudt7,ENSMUSG00000031767,21.795,9.6235,17.2493,1.7924,5.618,16.177,0.7422
Dnajb11,ENSMUSG00000004460,21.797,40.9198,17.7994,0.435,3.236,18.561,0.8515
Fam98b,ENSMUSG00000027349,21.801,24.593,33.7691,1.3731,3.39,18.411,0.8445
Narf,ENSMUSG00000000056,21.805,25.2036,36.619,1.4529,4.806,16.999,0.7796
Zfp467,ENSMUSG00000068551,21.81,39.3163,30.451,0.7745,4.255,17.555,0.8049
Rcc1,ENSMUSG00000028896,21.814,5.5456,8.9911,1.6213,3.848,17.966,0.8236
Erich6,ENSMUSG00000070471,21.823,1.8137,5.3975,2.9759,2.195,19.628,0.8994
Nudt21,ENSMUSG00000031754,21.827,79.9497,48.0681,0.6012,5.35,16.477,0.7549
Lrrc41,ENSMUSG00000028703,21.838,41.6793,27.18,0.6521,3.713,18.125,0.83
Slc30a4,ENSMUSG00000005802,21.841,13.2372,15.0171,1.1345,5.482,16.359,0.749
Prc1,ENSMUSG00000038943,21.843,3.3365,5.2894,1.5853,8.225,13.618,0.6234
Ptgs1,ENSMUSG00000047250,21.849,0.5335,0.3891,0.7294,3.884,17.965,0.8222
Ndufa8,ENSMUSG00000026895,21.853,267.5277,79.9046,0.2987,0.861,20.992,0.9606
Ripk4,ENSMUSG00000005251,21.854,0.9001,0.5309,0.5899,3.591,18.263,0.8357
Emc3,ENSMUSG00000030286,21.858,43.0428,36.5307,0.8487,3.361,18.497,0.8462
Fbp2,ENSMUSG00000021456,21.861,5.5117,4.4696,0.8109,1.469,20.392,0.9328
Zfp433,ENSMUSG00000096795,21.861,0.1608,1.3651,8.4903,2.771,19.09,0.8732
Angel2,ENSMUSG00000026634,21.865,25.7182,41.9713,1.632,5.559,16.306,0.7458
Cfap96,ENSMUSG00000071103,21.868,1.4566,5.1048,3.5045,3.006,18.862,0.8625
Mcur1,ENSMUSG00000021371,21.869,17.8763,11.9874,0.6706,7.076,14.793,0.6764
Map2k3,ENSMUSG00000018932,21.871,17.0793,26.7984,1.5691,3.314,18.557,0.8485
Fxn,ENSMUSG00000059363,21.872,15.2036,7.4427,0.4895,2.053,19.819,0.9061
Tmsb15l,ENSMUSG00000072955,21.881,9.5914,1.4587,0.1521,0.816,21.065,0.9627
Gys1,ENSMUSG00000003865,21.883,37.1987,59.4092,1.5971,4.789,17.094,0.7812
Cd5,ENSMUSG00000024669,21.886,0.2384,0.1812,0.7603,4.928,16.958,0.7748
Arhgef40,ENSMUSG00000004562,21.89,30.1186,28.7362,0.9541,10.366,11.524,0.5265
Pank3,ENSMUSG00000018846,21.91,106.8971,65.4259,0.612,7.376,14.534,0.6634
Ddx25,ENSMUSG00000032101,21.915,23.9358,15.2443,0.6369,6.934,14.981,0.6836
Tk2,ENSMUSG00000035824,21.916,24.9885,19.575,0.7834,3.571,18.345,0.8371
Gm3667,ENSMUSG00000090691,21.922,0.9743,0.3388,0.3478,3.61,18.312,0.8353
