gene,log2_neuron_over_glia
Gm28944,0.0
Gm28945,0.0
Gm28947,0.0
Gm20920,0.0
Gm28948,0.0
Gm28950,0.0
Gm29063,0.0
Gm28197,0.0
Gm28735,0.0
Gm21258,0.0
Gm28732,0.0
Gm28733,0.0
Gm28233,0.0
Gm28235,0.0
Gm28236,0.0
Gm20747,0.0
Gm29250,0.0
Gm29252,0.0
Gm29248,0.0
Gm28908,0.0
Gm20929,0.0
Gm28276,0.0
Gm28274,0.0
Gm28291,0.0
Gm28293,0.0
Gm29305,0.0
Gm29303,0.0
Gm29557,0.0
Gm29301,0.0
Gm20931,0.0
Gm29555,0.0
Gm28355,0.0
Gm28352,0.0
Gm21858,0.0
Gm28201,0.0
Gm28202,0.0
Gm28206,0.0
Gm28207,0.0
Gm28208,0.0
Gm29222,0.0
Gm29221,0.0
Gm29220,0.0
Gm29405,0.0
Gm29406,0.0
Gm29404,0.0
Gm28964,0.0
Sly,0.0
Gm28709,0.0
Gm28965,0.0
Gm21943,0.0
Gm28532,0.0
Gm28966,0.0
Gm28961,0.0
Gm28962,0.0
Gm28963,0.0
Gm29466,0.0
Gm29467,0.0
Gm20963,0.0
Gm28326,0.0
Gm28325,0.0
Gm28284,0.0
Gm29368,0.0
Gm21861,0.0
Gm21413,0.0
Gm28073,0.0
Gm21419,0.0
Gm28074,0.0
Gm21428,0.0
Gm28072,0.0
Gm29672,0.0
Gm29131,0.0
Gm29130,0.0
Gm20978,0.0
Gm29132,0.0
Gm21450,0.0
Gm28889,0.0
Gm28890,0.0
Gm28891,0.0
Gm28691,0.0
Gm28692,0.0
Gm28690,0.0
Gm28689,0.0
Gm28687,0.0
Gm20987,0.0
1700040F15Rik,0.0
Gm29207,0.0
Gm29204,0.0
Gm29206,0.0
Gm29203,0.0
Gm21497,0.0
Gm29612,0.0
Gm29343,0.0
Gm29342,0.0
Gm28600,0.0
Gm21518,0.0
Gm20823,0.0
Gm29547,0.0
Gm29209,0.0
Gm29549,0.0
Gm29421,0.0
Gm21627,0.0
Gm29060,0.0
Gm29061,0.0
Gm29625,0.0
Gm29628,0.0
Gm29622,0.0
Gm29265,0.0
Gm20908,0.0
Gm28252,0.0
Gm28254,0.0
Gm20924,0.0
Gm29457,0.0
Gm20736,0.0
Gm28561,0.0
Gm29584,0.0
Gm28134,0.0
Gm28135,0.0
Gm28133,0.0
Gm28137,0.0
Gm28138,0.0
Gm29379,0.0
Gm29380,0.0
Gm29381,0.0
Gm20852,0.0
Gm29003,0.0
Ssty2,0.0
Gm28612,0.0
Gm28613,0.0
Gm29219,0.0
Gm29632,0.0
Gm29082,0.0
Gm29217,0.0
Gm29636,0.0
Gm29662,0.0
Gm29660,0.0
Gm20937,0.0
Gm29450,0.0
Gm29449,0.0
Gm20816,0.0
Gm29447,0.0
Gm29446,0.0
Gm20817,0.0
Gm28633,0.0
Gm28462,0.0
Gm29409,0.0
Gm28632,0.0
Gm33815,0.0
Gm28824,0.0
Gm28081,0.0
Gm28079,0.0
Gm28082,0.0
Gm21118,0.0
Gm29423,0.0
Gm29425,0.0
Gm20888,0.0
Gm28238,0.0
Gm28431,0.0
Gm28432,0.0
Gm28842,0.0
Gm28839,0.0
Gm28668,0.0
Gm20869,0.0
Gm28482,0.0
Gm28485,0.0
Gm20870,0.0
Gm20843,0.0
Gm29182,0.0
Gm29255,0.0
Gm20903,0.0
Gm28259,0.0
Gm29616,0.0
Gm29108,0.0
Gm29110,0.0
Gm21913,0.0
Gm28174,0.0
Gm29416,0.0
Gm28789,0.0
Gm20814,0.0
Gm29278,0.0
Gm28606,0.0
Gm20850,0.0
Gm21776,0.0
Gm21173,0.0
Gm29313,0.0
Gm29311,0.0
Gm29309,0.0
Gm28702,0.0
Gm28701,0.0
Gm28704,0.0
Gm28540,0.0
Gm21650,0.0
Gm28541,0.0
Gm28538,0.0
Gm29569,0.0
Gm20867,0.0
Gm29568,0.0
Gm29566,0.0
Gm29565,0.0
Gm29564,0.0
Gm29146,0.0
Gm28664,0.0
Gm28663,0.0
Gm28817,0.0
Gm28816,0.0
Gm20806,0.0
Gm28813,0.0
Gm20917,0.0
Gm28421,0.0
Gm28422,0.0
Gm20916,0.0
Gm29606,0.0
Gm29190,0.0
Gm21760,0.0
Gm28157,0.0
Gm28696,0.0
Gm28898,0.0
Gm28897,0.0
Gm29324,0.0
Gm20911,0.0
Gm28741,0.0
Gm28743,0.0
Gm28124,0.0
Gm28126,0.0
Gm21317,0.0
Gm29472,0.0
Gm29473,0.0
Gm28226,0.0
Gm28225,0.0
Gm28827,0.0
Gm28832,0.0
Gm28472,0.0
Gm21095,0.0
Gm28475,0.0
Gm21394,0.0
Gm29338,0.0
Gm21409,0.0
Gm28758,0.0
Gm29071,0.0
Gm28348,0.0
Gm28972,0.0
Gm28970,0.0
Gm28971,0.0
Gm20854,0.0
Gm28346,0.0
Gm28345,0.0
Gm29090,0.0
Gm28152,0.0
Gm28823,0.0
Gm28220,0.0
Gm20820,0.0
Gm28218,0.0
Gm29302,0.0
Gm28440,0.0
Gm29091,0.0
Gm29297,0.0
Gm28365,0.0
Gm21477,0.0
Gm28367,0.0
Gm20906,0.0
Gm28109,0.0
Gm28108,0.0
Gm28104,0.0
Gm28103,0.0
Gm28102,0.0
Gm28718,0.0
Gm29162,0.0
Gm28866,0.0
Gm28405,0.0
Gm28406,0.0
Gm29436,0.0
Gm28977,0.0
Gm28407,0.0
Gm29392,0.0
Gm29393,0.0
Gm21294,0.0
Gm28672,0.0
Gm28670,0.0
Gm28673,0.0
Gm28674,0.0
Gm21996,0.0
Gm28930,0.0
Gm29504,0.0
Gm20837,0.0
Gm28300,0.0
Gm28301,0.0
Gm21860,-1.394
Gm47283,-0.183
Gm21748,0.0
mt-Nd1,0.075
mt-Nd2,0.116
mt-Co1,-0.005
mt-Co2,-0.079
mt-Atp8,-0.187
mt-Atp6,-0.191
mt-Co3,-0.111
mt-Nd3,0.041
mt-Nd4l,-0.025
mt-Nd4,-0.012
mt-Nd5,-0.053
mt-Nd6,-0.47
mt-Cytb,-0.105
AC125149.3,-0.089
AC125149.5,0.0
AC125149.1,0.0
AC125149.2,0.0
AC125149.4,0.0
AC133103.4,0.0
AC133103.6,0.0
AC133103.7,0.0
AC133103.5,0.0
AC133103.1,0.0
AC133103.3,0.0
AC168977.2,0.0
AC168977.1,0.22
CAAA01118383.1,-0.771
Vmn1r186,0.0
AC102264.1,0.0
AC132444.1,0.0
AC132444.3,0.0
AC132444.5,0.0
AC132444.4,0.0
AC132444.2,0.0
Csprs,-0.242
AC132444.6,0.0
Vamp7,0.642
CAAA01165726.1,0.0
Spry3,1.824
Tmlhe,-0.586
AC087559.3,0.0
AC087559.2,0.0
Ccl21c,0.0
AC140325.2,0.0
AC140325.1,0.0
AC140325.3,0.0
AC140325.4,0.0
Vmn2r122,0.0
CR974586.2,0.0
CR974586.3,0.0
CR974586.5,0.0
CR974586.4,0.0
4933409K07Rik,1.423
CR974586.1,0.0
Gm10931,0.017
CT868723.1,0.0
CAAA01147332.1,-0.994
AC164084.2,0.0
AC164084.3,0.0
AC164084.1,0.0
AC165294.1,0.0
AC165294.2,0.0
AC165294.3,0.0
AC125178.1,0.0
AC125178.3,0.0
AC125178.2,0.0
AC123873.3,0.0
AC123873.1,0.0
AC123873.2,0.0
AC126035.1,0.0
Gm16367,0.0
AC163611.1,0.0
AC163611.2,0.0
AC140365.1,0.0
AC124606.2,0.0
AC124606.1,0.0
AC133095.2,0.0
AC133095.1,0.0
AC234645.1,0.0
AC149090.1,0.129
4933401J01Rik,0.0
Gm26206,0.0
Gm18956,0.0
Gm37180,0.935
Gm37363,1.108
Gm37686,0.564
Gm37329,0.578
Gm7341,0.0
Gm38148,0.93
Gm10568,0.055
Gm38385,0.0
Gm27396,0.0
Gm6101,0.0
Gm37483,0.0
Gm7357,-0.176
AC129937.1,0.0
Gm38076,0.0
Gm7369,0.0
Gm6085,1.007
Gm6119,0.206
Gm2053,-0.032
Gm6123,-0.017
Gm37144,-1.207
Gm37988,-0.188
Gm6104,0.054
Gm37277,-0.527
Gm17100,0.604
Gm37079,0.319
Gm17101,0.702
Gm7182,0.0
Gm37567,0.0
Gm38264,-0.119
Gm36965,0.0
Gm37429,0.0
Gm19214,0.0
Gm2147,0.0
Gm7417,0.0
Gm19026,-0.027
Gm42492,0.0
Gm7449,-0.23
Gm37108,0.198
Gm37275,0.0
Gm37225,0.0
Gm37489,0.0
Gm5694,0.0
Gm26983,-0.419
Gm38372,-0.418
Gm9826,0.0
Nras-ps2,0.0
Gm23274,0.0
Gm19002,0.0
Gm18984,0.0
Gm37791,0.0
Gm7470,0.0
Rps2-ps2,-0.267
Gm38216,0.0
Gm38024,-0.281
Gm16284,-0.012
Gm38259,1.101
Gm37005,-0.224
Gm15452,0.0
Gm36964,-0.071
Gm6152,0.0
Gm7445,0.0
Gm7493,0.0
Gm37629,1.153
Gm38008,0.0
Gm37143,0.54
Gm6187,0.0
Gm18299,0.0
Gm7512,0.0
Gm24765,0.0
Gm18300,0.0
Gm6161,0.0
Gm6195,0.0
Snord87,0.0
E330040D14Rik,0.53
AC102570.1,0.0
1700047N06Rik,0.0
Gm37569,-1.031
Gm38005,0.0
Gm15604,-0.104
AC102469.1,0.0
Gm15603,0.0
Gm37133,0.0
Gm5522,0.0
Gm28659,-0.205
Gm24173,0.0
Gm28686,0.0
Gm37410,0.0
Gm38178,0.435
Gm29273,-0.226
Gm38069,0.772
Gm7560,0.0
AC161927.1,-0.437
Mir6341,0.0
Gm2383,0.0
Gm6216,0.0
Gm37162,-0.308
Gm5250,0.0
Gm38376,0.067
Gm37409,-0.422
Gm38223,-0.901
Gm37702,-0.766
Gm23169,0.0
Gm38120,-0.741
Gm38380,-0.556
AC121538.1,0.0
Gm7593,0.0
Gm38319,-1.484
Gm26273,0.0
Gm5523,-0.252
Gm36947,0.627
Gm37400,1.115
Gm37444,1.806
Gm37412,0.598
Smt3h2-ps4,0.0
Rpl5-ps1,0.596
Gm26345,0.0
Gm10566,0.0
Gm38116,0.828
Gm37138,0.34
Gm25227,0.0
Gm25168,0.0
Gm6060,-0.294
Gm28669,0.572
Gm37509,-0.945
Gm7634,-0.518
Gm38249,-0.013
Gm38342,-0.299
Idi1-ps5,-0.432
Gm29649,0.0
Gm5828,0.0
4921511E07Rik,0.0
Gm28785,0.0
Gm5251,0.0
Rbm6-ps1,1.049
Gm6075,0.0
Gm25166,0.0
Gm7690,0.0
Gm18775,0.0
Gm17969,-0.128
Gm28755,0.0
Gm45784,0.0
Defb44-ps,0.0
Gm17837,-0.11
Gm5252,-0.21
Gm24075,0.0
Gm28343,0.0
Gm28344,0.0
Gm10075,0.0
Gm28341,0.0
Gm4849,-0.355
Gm38382,0.0
Gm37315,0.185
Gm15795,0.0
Gm24162,0.0
Mir206,0.0
Mir133b,0.0
Gm20587,0.0
Gm24723,0.0
Gm24171,0.0
Gm28064,1.095
Gm2693,0.0
Gm38224,0.028
Gm7094,0.037
Gm4956,-0.078
Gm21909,0.0
Gm16329,0.0
Gm16327,0.0
Gm2709,0.0
Gm16533,0.0
Gm16328,-0.127
Gm36949,0.489
Gm7658,0.078
Gm38243,0.234
Gm5696,0.0
Gm28239,0.0
Gm26866,0.0
Gm7761,0.0
Ppp1r14bl,-0.118
Gm24176,0.0
Gm6420,-0.291
Mir30a,0.0
Mir30c-2,0.0
Gm20954,0.0
Gm7784,0.0
Gm26524,-0.409
Gm37580,-0.273
Gm26607,0.0
Gm26418,0.0
Tubb4b-ps2,-0.43
Gm28439,-0.424
Gm10222,0.159
Gm28438,0.141
Gm28437,0.217
Gm10925,0.132
Gm28661,0.03
Gm29216,0.15
Gm28594,0.0
Gm9443,-1.085
Gm15702,0.0
Gm20172,0.124
AC122187.1,-0.436
Gm37543,-0.417
Gm37331,-0.183
Gm37211,0.11
Gm37862,-0.304
Gm38286,-0.272
Gm37880,-0.175
Gm25294,0.0
Gm37011,0.459
Gm29214,0.117
Gm37051,-0.524
Gm38260,0.002
Gm37628,-0.014
8030445P17Rik,-0.397
Gm38198,-0.207
Gm37077,-0.134
Gm37895,-0.297
Gm36952,-0.143
Gm37602,-0.163
2900022M07Rik,0.201
2900002M20Rik,-0.598
Gm9884,0.649
Gm18443,0.0
Gm19123,0.0
Gm24064,0.0
AC157803.1,0.0
Gm19641,0.0
Gm18776,0.0
Gm19028,0.0
Gm38089,0.0
Gm7846,-0.255
Gm5697,0.0
Gm6462,0.0
Gm18033,0.0
Mir6342,0.0
Gm5525,-0.104
Gm53035,0.0
Gm7858,0.0
AC124469.1,0.0
Gm6473,0.0
Gm2914,-0.27
Gm37522,-1.046
Gm37906,-1.978
Gm9458,0.0
Gm7893,0.0
Dnaaf6,0.0
Gm26145,0.0
Gm4850,0.0
Gm28645,0.0
Gm6489,0.0
AC139321.1,0.0
Eef1a1-ps2,0.0
Gm19680,0.342
Gm23032,0.0
Gm7910,0.0
Gm25814,0.0
Gm37999,0.443
Gm37110,0.0
Gm37911,-0.016
Gm9839,0.0
Gm37792,-0.506
Gm24732,0.0
Gm37426,0.631
Gm37151,0.0
Gm28624,0.0
Gm7114,0.019
Gm4785,0.0
Gm24901,0.0
Gm2987,0.0
Gm25792,0.0
Gm18799,0.383
Gm7933,-0.25
Gm23453,0.0
Gm29228,-0.632
Gm37618,-1.361
Gm17813,0.0
1700001G17Rik,-0.772
Gm38173,0.051
Gm37905,0.0
Gm15455,0.103
Gm37067,0.46
Gm37354,-1.778
Gm28631,0.0
Gm23792,0.0
Gm38157,0.078
Mir6896,0.0
A930005N03Rik,-0.259
Gm37385,0.0
Gm5266,-0.053
Gm3052,-0.655
Mir5103,0.0
Gm28416,0.0
Gm28419,0.0
Gm28418,0.0
Gm36984,0.0
Gm29730,0.0
AA619741,0.0
Gm37224,-0.161
Gm37845,0.0
AC107738.1,0.0
Gm37127,-1.658
Gm19430,0.0
Gm37670,0.0
Gm8009,-0.064
Gm38027,0.0
Gm25096,0.0
Gm25634,0.0
Gm8022,0.0
Gm38049,0.0
Mir6897,0.0
Mir6898,0.0
Gm37909,-0.014
Gm42417,0.0
Gm6428,-0.208
Gm18828,0.0
Gm37506,0.172
F830112A20Rik,-0.597
Rpl12-ps1,-0.084
AC122872.1,-0.273
1700074A21Rik,0.0
Gm37135,0.0
4930594C11Rik,-0.691
Gm43213,-1.967
Cracdl,-0.851
4930470B04Rik,-0.124
Gm19863,0.0
Gm34727,-0.716
AC132381.1,0.0
Gm38135,0.0
2610300A13Rik,0.0
Gm6621,0.716
Gm37309,-1.273
Gm37091,0.0
Mir6349,0.0
Gm20428,0.0
Gm3617,-0.517
Gm37265,-0.268
Gm24826,0.0
Snord89,0.0
Gm23722,-0.749
Gm5100,0.0
4930456G14Rik,0.087
Gm37347,0.295
Gm38070,-1.754
Gm17970,-0.341
Gm37435,0.0
Gm5973,0.0
Gm5267,0.0
Gm8176,0.0
Gm37047,0.0
4930420N18Rik,-0.262
Gm23126,0.46
Gm8210,0.0
Gm29610,0.0
Gm29041,0.0
Gm37536,-0.7
Gm38228,-2.182
Gm16103,0.0
Gm19587,0.0
Gm8241,0.0
Gm26352,0.0
Gm15838,-0.027
Gm29247,0.0
Gm15833,-0.04
Gm5700,0.0
Txn-ps1,-0.05
Gm37626,-1.9
Gm16102,0.0
Gm38110,0.517
Gm3489,-0.238
Gm19480,0.0
Gm3496,0.0
Gm5268,-0.069
Gm38211,-1.721
Gm8296,0.0
Gm7063,0.0
Gm8304,0.0
AC109305.1,0.0
Gm23974,0.0
Gm8307,0.0
Gm23984,0.0
Gm28906,0.0
Gm5526,-0.093
Gm18303,0.0
Gm9496,0.0
Rpl23a-ps1,0.0
Gm3852,0.0
Stk-ps2,0.332
Gm18849,-0.217
AC122879.1,0.0
Gm8326,-0.138
Gm37393,-0.738
Gm28527,-0.145
Gm28825,0.0
Gm4852,0.0
Gm38090,0.0
Mir6350,0.0
Gm18117,0.0
Gm37196,0.0
Gm8337,0.112
Gm19206,0.0
Gm5974,0.0
Gm23240,0.0
Gm28830,0.0
Gm8354,0.0
Gm19124,0.0
Gm8357,0.0
Gm28740,0.0
Gm8367,0.0
Gm6757,0.0
Gm3605,0.0
Gm28388,0.0
Gm8384,0.0
Gm8391,0.0
Gm20118,0.0
Gm5253,-0.143
Gm37535,-1.159
Gm8419,0.0
Gm8420,0.432
Gm28177,0.0
Gm3940,-1.323
Gm18301,-0.115
Gm5975,0.0
Gm23460,0.0
Gm5976,0.0
Rps27a-ps1,-0.511
Gm53065,0.0
Gm5527,-0.259
Gm37242,0.205
Gm28650,0.0
Gm16107,0.0
Gm24349,0.0
Gm28778,0.0
Gm28551,0.706
Gm18800,-0.198
Gm50478,0.0
Gm28779,0.0
Gm6799,0.0
Gm6801,0.0
Gm37863,-0.374
Mir7681,0.0
Gm24251,0.0
Gm37633,0.627
AC124175.1,0.0
Gm36955,-1.101
Gm19637,0.0
Gm37370,-0.829
A130048G24Rik,-2.974
E330011M16Rik,-1.057
Gm17971,-1.553
Gm5147,0.0
Gm16581,0.0
Gm6822,-0.361
Gm8292,-1.063
Btf3-ps17,0.0
Gm8531,0.0
Gm38056,-1.698
Gm6644,-0.305
Gm37382,-0.299
Gm36986,0.0
Gm28900,0.0
Gm4081,0.0
Gm5254,0.0
Gm22371,0.0
Gm8581,0.0
Gm37373,0.036
Gm17929,0.0
AC109807.1,0.0
AC112971.1,0.0
Gm24548,0.0
Gm37607,0.799
AC118698.1,0.775
Gm29389,0.0
Gm18802,0.0
Cbx3-ps7,0.0
Gm20257,0.281
Gm28803,0.0
Gm3841,-0.244
Gm37760,-0.301
Gm28802,0.0
Gm25502,0.0
Gm19125,0.0
Gm37737,-0.59
D430013B06Rik,-2.53
Gm29596,0.117
Snord70,0.0
Gm26293,0.0
Gm26287,0.0
Snord11,0.0
Gm38125,-0.471
Gm37977,-0.224
Gm37531,-1.398
Gm18829,0.322
Gm15464,-1.026
Gm29332,0.0
6030460B20Rik,0.215
Gm11575,-0.32
Gm11576,-0.542
Gm11578,1.092
Gm38388,0.0
Gm11577,0.0
Eif4a-ps4,-0.047
Gm37198,-3.339
Gm11609,-0.415
Gm11581,0.531
Gm38137,-0.67
Rpl18-ps1,-0.671
Gm11582,0.0
Gm37039,-1.041
Rpl17-ps1,-1.178
Gm11590,0.0
Gm11591,0.0
Gm36943,0.0
Gm28094,0.0
Gm37205,-0.862
Gm38012,-1.156
Gm38278,-0.468
Gm38075,0.422
Gm29640,0.0
Gm29641,0.0
Gm38351,0.176
Gm11600,0.0
Gm11599,0.063
Gm37121,-0.429
Gm44468,0.0
Gm24942,0.0
Rps13-ps7,0.609
Rps27-ps1,0.0
Gm26457,0.0
Snora41,-0.344
1700039I01Rik,0.0
AL669947.1,0.0
Gm11606,0.0
Gm11605,0.302
Gm22281,0.0
Gm12748,0.0
Gm13751,0.596
Gm13754,0.146
Mir6899,-0.177
Gm13750,0.269
Gm28980,0.0
Gm38058,-0.153
Rpl31-ps24,0.0
Rpl10a-ps1,-0.567
Gm24788,0.0
Gm8550,0.0
Gm7329,0.054
Gm28845,0.0
Gm28927,0.0
Gm28926,0.0
Gm28925,0.0
Gm28923,0.0
Gm28922,0.0
AC166985.1,0.0
Gm28728,0.0
Gm5255,0.0
Gm8805,-0.279
Gm8809,0.0
Gm15659,0.0
Gm8812,0.0
Gm24729,0.0
Gm25411,0.0
Gm37181,-0.538
Gm37570,-3.076
Gm38387,-0.444
Gm38162,-1.414
Gm15789,1.06
6820402A03Rik,-1.551
Gm37285,-0.833
Gm37755,-0.558
Gm38218,-0.179
Gm15793,0.166
Gm27934,0.0
Gm25832,0.0
Rpl31-ps14,-0.161
Gm15826,0.0
Gm26342,0.0
Kif22-ps,0.0
Gm37957,0.0
Gm37100,0.0
AC138285.1,0.0
Gm15670,0.0
Gm25542,0.0
Gm19335,0.0
Gm37735,-0.279
Gm37769,-0.061
Gm37061,-0.331
Gm8840,0.0
Pced1c-ps,0.0
Gm37930,-0.239
Gm23879,0.0
Gm28580,-0.243
Gm38272,0.0
Gm37456,0.0
Gm23422,0.0
AC157794.1,0.0
Gm16236,-0.283
Gm8870,-0.075
Gm6947,0.0
Gm5829,-0.335
Gm5256,0.0
Gm37217,0.0
Gm5528,-0.465
Gm8885,-0.309
AC120136.2,-0.203
AC120136.3,0.0
AC120136.4,0.0
AC120136.1,0.461
Marchf4,0.48
Gm15843,0.321
Gm18035,0.0
Gm45859,0.0
Gm38106,0.0
Gm29184,0.0
Gm9553,0.0
Mir6351,0.0
Mir1928,0.0
AC113473.1,0.0
Gm37503,0.378
Gm37931,0.284
Mir26b,0.0
Gm37733,-1.586
Mir375,0.0
Gm37744,-0.18
Gm29253,1.391
Gm50472,0.0
Gm37264,-0.114
Gm15181,0.0
Gm15183,0.0
Gm15180,0.0
Gm15182,0.0
Gm5257,0.0
Gm29068,0.0
Mir6343,0.0
Gm38265,0.0
Mir6352,0.107
Gm28385,0.0
Gm26263,0.0
Gm2102,-0.696
Gm37884,0.226
Gm28995,-0.206
4833412K13Rik,-1.689
FO082332.1,0.0
Gm6159,-0.126
Gm5830,0.0
AC166333.1,0.0
Gm19027,0.0
Gm24160,0.0
Gm37886,0.0
Gm10555,0.222
Gm5529,0.0
Gm28071,0.0
Gm28058,0.0
AC083817.1,0.0
Gm38339,0.0
Gm37932,-0.844
Gm37902,-1.293
Gm37262,-1.746
Gm6189,-1.074
Gm37645,-1.636
Gm38062,-2.886
A630081D01Rik,-2.333
Gm29124,0.0
Gm28066,0.0
Gm37210,0.0
Gm6198,-0.088
Gm5530,0.0
Gm7516,0.0
Gm37114,0.0
Mir6344,0.0
Gm19552,-1.434
Gm19257,0.0
Gm36999,-0.744
Gm17764,0.0
Gm7553,0.0
Gm7539,0.0
Gm29518,0.0
Gm29519,0.0
Gm6244,0.0
Gm6374,0.0
Gm37517,-0.105
Gm37989,0.0
Gm24555,0.0
Gm37058,0.12
Gm18304,0.0
Mir6353,0.0
Gm37959,1.048
Gm37925,1.544
Mir5126,0.0
Gm38374,-3.092
Gm37738,-1.875
Gm15433,0.0
Gm29284,0.0
Rpl19-ps1,0.727
Gm7582,0.0
Gm53056,0.0
Gm2389,0.0
Gm18342,0.0
Gm16038,0.0
Gm52951,0.0
Gm6264,-0.181
Gm52950,-0.472
Gm7609,-0.968
Gm16026,-0.37
Gm2619,0.0
Gm7281,0.0
Gm52955,0.0
Gm2427,0.0
Gm7592,-1.025
AC147806.1,0.0
Mir8096,0.0
Gm18180,0.936
Gm22786,0.19
Gm37914,-1.363
Gm21972,-0.279
Gm5258,0.763
Gm28627,0.0
Snora75,0.0
Mir3535,0.495
Snord82,0.0
Gm45908,0.0
Rpl30-ps6,-0.157
Gm37152,-0.422
Gm37022,-0.349
Gm29097,-0.265
Gm37485,-1.142
Gm38142,-1.532
Gm38010,0.377
Gm37541,0.46
Gm38021,-1.987
Gm6136,0.327
Gm37967,-0.724
Gm37017,0.992
Gm37447,-1.176
Akp-ps1,-1.038
Gm29372,0.0
Gm26187,0.0
AC158961.1,0.0
Gm17181,0.0
Gm6153,0.0
Gm25395,0.103
Scarna6,0.0
4833421G17Rik,-2.524
Gm38365,-1.856
Gm5832,0.281
Gm15375,0.0
Gm52970,0.0
Gm52971,0.0
Gm15373,0.0
Gm15372,-0.161
Gm15370,0.0
Gm15369,0.0
Gm15374,0.0
Gm15371,0.0
Gm52972,0.0
Gm15368,-0.781
Gm15376,0.752
Gm38130,0.184
Gm29335,1.563
Gm4753,0.0
Gm18699,0.0
Gm38312,-0.549
Gm5259,0.0
Gm37297,-0.507
Gm37521,0.173
Gm38277,0.0
Gm35048,-0.664
Gm36970,-0.684
4930474B08Rik,0.0
Gm7776,-0.082
Gm7785,-0.73
Gm28381,0.0
Gm19085,0.603
Gm37600,-0.1
Gm37048,-0.142
Gm37036,-1.333
Gm7837,0.548
Mir6900,0.0
Gm28478,0.0
Gm44098,0.0
Gm44099,0.0
Mir149,0.0
AC131059.1,0.0
Gm18697,0.05
Mir6901,0.0
Gm7867,-0.773
Mir6902,0.0
Mir6345,-0.412
Gm26446,0.0
Gm17415,0.127
Septin2,-0.923
Gm37250,0.231
Gm22089,0.0
Gm18666,0.0
Gm7889,0.0
Gm7891,-0.049
Gm7895,0.043
Gm23389,0.0
Gm23181,0.0
Gm5264,0.0
BC055308,-0.388
Gm15427,-0.909
AC102483.1,0.0
Gm37642,-1.661
Gm37761,0.0
AC158229.1,0.0
Gm37076,0.0
AC124172.1,0.0
Gm1833,0.41
Gm26078,-0.056
Slco6b1,0.0
Gm9499,0.0
Gm6430,-0.062
Gm7133,0.0
Gm7135,0.0
Gm37171,-0.071
Macir,-0.018
Gm53038,1.396
Gm37140,0.568
Btf3-ps1,0.535
AC157923.1,0.0
Gm7952,0.0
Gm29462,0.0
Gm3555,0.143
Gm29460,0.766
Gm23434,0.0
Gm18248,0.0
Prdx2-ps1,1.066
Gm37877,0.134
Gm19029,0.0
Gm23602,0.0
Gm29668,0.0
Gm29667,0.0
Gm18700,0.0
Gm18185,0.0
Gm29334,0.0
Gm28801,-0.289
Psmb6-ps2,-0.227
AC164418.1,0.0
Gm18969,-0.306
Gm28188,-0.196
Gm24122,0.0
Gm28623,0.0
Gm23036,0.0
Gm53054,0.0
Gm20281,0.0
Gm22034,0.0
Gm18728,0.0
Gm23965,0.0
Gm29141,0.0
Gm37789,-0.723
Gm18447,0.0
Gm29140,0.0
Gm5260,0.0
Gm29592,0.0
Gm29011,-0.328
Gm38031,-2.02
Gm36969,-1.054
Gm29013,-0.808
Gm29014,0.0
AC124553.1,0.0
Capza1-ps1,-1.565
Gm20302,-0.368
Gm8004,0.0
Gm37566,-0.336
Gm10193,0.0
Gm37779,-0.025
AC132123.1,0.0
Gm18801,0.0
Gm37372,0.272
Gm26509,0.302
Gm38235,-1.058
Gm6651,0.0
Mir3473f,0.174
Gm37053,-0.489
Pou2f3-rs1,0.0
Gm8080,-0.022
Gm15388,-0.233
Gm8084,0.0
Gm15390,-0.38
Gm8089,0.755
Gm24553,0.0
Serpinb10,-0.517
AC110090.1,0.0
Gm22438,0.0
Gm18448,0.0
Gm28282,0.0
Gm5702,0.0
Gm38212,0.0
Gm28283,0.0
Gm6679,0.0
Gm17847,0.0
Gm28281,0.0
Gm22159,0.0
Gm8141,-0.64
Gm18552,0.0
Gm3332,0.0
Gm6693,0.0
Gm38255,-2.636
Gm36944,-2.022
Gm19927,0.0
Gm8173,-0.573
Gm37934,0.0
Gm6028,0.055
Gm17752,0.0
Gm6717,0.0
Gm19086,0.0
Gm18406,-0.366
Gm22331,0.0
Gm8204,0.0
Gm28190,0.0
Gm17946,0.0
Gm18181,0.0
Gm4854,0.0
Gm17916,-0.559
Gm28263,0.0
Gm17777,0.0
Gm24030,0.0
Gm28361,0.0
Gm28362,0.0
Gm28359,0.0
Gm18182,0.0
Gm28169,0.0
Gm7195,0.0
Gm28358,0.0
Gm29489,0.0
Gm29490,0.0
Gm29104,0.0
Gm7200,0.0
Gm26080,0.0
Rnu4atac,0.0
Gm28466,0.0
Gm28882,0.0
Gm23497,0.0
Gm28467,0.0
Mir6346,0.0
Gm8321,0.0
Gm3508,0.175
Gm29454,-0.222
Gm25322,0.0
Gm37219,-0.186
Gm3851,-0.113
Gm37745,-1.014
Gm29657,0.0
Gm8338,0.0
Gm29658,0.0
Gm3551,-0.096
Gm17973,0.0
Gm29344,0.0
Gm37043,0.0
Gm38283,-0.225
Gm37174,-0.834
Gm15393,-0.349
Gm8217,0.0
Gm28591,0.0
Gm37920,-1.727
Gm15394,0.0
Gm8392,0.0
Gm24547,0.0
Gm36982,0.0
Gm25771,0.0
Gm29192,0.0
Gm37970,0.0
Gm8403,0.0
Gm28911,0.0
